"Coulter, John A - Age 21, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Coulter, N G - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Countiss, J N - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Counts, A S - Age 25, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Counts, C M - Age 28, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Couts, A S - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Cowden, M A - Age 18, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Cox, G W - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Cox, Jack - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Cox, John G - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Cox, J J - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Cox, J M - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"Cox, R F - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Cox, T H - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Cox, Thomas - Age 18, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Cox, Thomas H - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Cox, T M - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Cox, William - Age 47, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Cozzens, Henry B - Age 32, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Cozzens, H R - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Crail, James M - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Crawford, John M - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Crawley, John - Age 28, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Crenshaw, J - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"Crippin, Ed - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"Croley, J W - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Crook, James - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"Crook, Valentine - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Crouch, John B - Age 28, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Crowder, C A - Age 36, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Crowley, John - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Crowley, J W - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Crudup, Andrew - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Cunningham, J E - Age 17, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Cupp, W B - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Church, W B - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Curl, W L - Age 35, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Curtaine, James - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Curtin, James - Age 39, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dacus, John W - Age 40, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dalton, J H - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"Daniel, George W - Age 26, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Daniels, C C - Age 23, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Daniels, C C - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Darby, J T - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Darnell, A A - Age 35, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Darnell, Joseph - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"Darnell, Joseph A - Age 34, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Darnell, J Y D - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Davidson, D G - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Davidson, W J - Age 30, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Davis, E H - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Davis, H E - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Davis, Henry - Age 18, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Davis, John - Age 22, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Davis, P A - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Davis, Samuel - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Davis, T O - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Davis, V L - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Davis, William M - Age 26, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Deason, A G - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Deason, A J - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Deavers, C C - Age 20, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Deavers, G W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Deeson, A - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Delap, Harrison - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Denley, M W S - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Dennis, Thomas - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Denson, David W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Denson, J L - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Denson, John E - Age 30, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Denton, Jas M - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Detterly, John L - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Detterly, M M - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Devers, C C - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Dickson, M J - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Diggs, J R - Age 18, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Diggs, P M - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dillard, Fred - Age 27, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dillard, Henry - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Dillard, James - Age 29, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dillard, L S - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Dismukes, B C - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Dixon, A N - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dixon, Henry St John - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dixon, James P - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"Dixon, Marshall A - Age 24, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dixon, M J - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Doering, F D - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Doering, F V - Age 37, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Donagan, W H - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Donigue, George - Age 18, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Donigue, William - Age 42, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Donnivan, P H - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Donovan, Pat H - Age 22, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dorset, John H - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dorsey, Thomas - Age 28, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dosier, Byrd - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Doss, Felix - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Dougher, Martin - Age 27, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dougherty, E D - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dougherty, M D - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Douglas, J W - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Douher, M - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Downing, B D - Age 47, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dozier, Byrd - Age 24, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Drake, E J - Age 49, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Drew, E T - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Drovers, C C - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Duke, G H - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Duncan, J T - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Dunn, F P - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Dunn, John N - Age 16, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dunn, Thomas K - Age 15, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dunnagan, W H - Age 36, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Dunning, Jno H - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Dupree, L C - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Durbin, Elisha - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Durbin, N M - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Durbin, Warren - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Durbin, William - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Dussick, D W - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Dye, P L - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Eakin, Frank W - Age 21, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Eakin, S J - Age 35, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Eakin, Thomas - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Eakin, Thomas R - Age 33, Year: 1864 - Twenty-eighth Cavalry, C-E"
"Eakins, Thomas R - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Eason, Isaac M - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Easley, Henry - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Easley, Henry H - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Eason, I M - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Eason, Isaac N - Age 33, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Eason, J N - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Eatmond, L G - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Edwards, E A - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"Edwards, Isaac N - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Edwards, I W - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Elgin, John E - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Ellard, J B - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Elliot, Hugh - Age 32, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Elliot, G W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Elliott, G W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Elliott, J W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Ellis, John - Age 41, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Ellis, W H - Age 36, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Ellmore, P W - Age 40, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Embrey, J M - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Embrey, W G - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"England, E J - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"England, Frank - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"England, Lycurgus - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"England, Martin - Age 37, Year: 1862 - Twenty-eighth Cavalry, C-E"
"England, S J - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Enochs, E A - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Enochs, T T - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, C-E"
"Erwin, V F - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"Eseridge, J S - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Eskridge, B R - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Eskridge, James E - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Eskridge, J L - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Eson, J W - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Estes, Elisha S - Age 21, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Evans, E T - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Evans, George W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, C-E"
"Evans, G W S - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Evans, James M - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, C-E"
"Evans, John C - Age 20, Year: 1862 - Twenty-eighth Cavalry, C-E"
"Evens, G W - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, C-E"
"Ewell, A J - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, C-E"
"[BLANK], [BLANK] - Age [BLANK], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Fahey, John - Age 28, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fairbanks, S D - Age 23, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Farbish, E E - Age 23, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Farley, E A - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Farrar, Charlton - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Farrar, C S - Age 18, Year: 1863 - Twenty-eighth Cavalry, F-He"
"Farris, David - Age 28, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Farrul, T J - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, F-He"
"Faught, Abram E - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Faught, Abram E - Age 24, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Faught, E A - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Faught, J E - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fennell, Isaac - Age 23, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fergison, B W - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Fergurson, P E - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Ferguson, G M - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Ferguson, G W - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Ferguson, S W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Ferrel, Patrick - Age 23, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Ferriday, William E - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Feutrell, M T - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Fielder, G L - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Fielder, J S - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Findley, D T - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Finley, D T - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Finncane, George W - Age 22, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Finncane, John W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Finncane, J W - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Finney, Thomas J - Age 18, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fisher, John S - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fisher, James R - Age 28, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fisher, W B - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Fisher, William R - Age 44, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fitts, U L - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fitts, W L - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Fitzhugh, James W - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, F-He"
"Fitzhugh, John T - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fitzpatric, J A - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Flanagan, J S - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Flanagan, T M - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Flannigan, T - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Flautt, J S - Age 19, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fletcher, Asa - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fletcher, Geo W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fletcher, George - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Fletcher, John - Age 34, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fletcher, William - Age 26, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Flowers, J A - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, F-He"
"Flowers, Jas - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Flowers, James M - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Flowers, Uriah - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, F-He"
"Fluby, F M - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Fluty, F M - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Folkes, T F - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fondrew, R S - Age 40, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Forrester, A - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Foust, John - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Foute, A E - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Fowler, Robert - Age 35, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fowler, Thomas N - Age 23, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fowlkes, T T - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Fox, George W - Age 20, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Francis, E H - Age 18, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Franklin, A - Age 26, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Franklin, Marcus D - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Franklin, Marcus D L - Age 25, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Franklin, William - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, F-He"
"Fraser, E S - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Freeman, Elias - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Freeman, J Q A - Age 34, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Freeman, J Q R - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Freeman, W F - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Freeman, W J - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Freeman, W T - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"French, William - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Freshwater, David - Age 49, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fryer, George G - Age 32, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Fulton, H - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Furgerson, B W - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, F-He"
"Furguesson, G W - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Futrell, M T - Age 34, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Futrell, William E - Age 17, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Galloway, Thomas A - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Ganaway, C C - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Gant, James - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Garrett, E P - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Garrett, G C - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Garrett, Jacob - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Garrett, Pinckney - Age 26, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Garrett, P P - Age 28, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Garrott, I B - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Garvin, James R - Age 36, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gaston, Hugh D - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gates, Jonathan - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gatewood, William A - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gazelle, J - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Gentry, J B - Age 18, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gezell, Jacob - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Gibson, W H - Age 25, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gill, B F - Age 31, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gillespie, R - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Gilliam, T W - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gilliam, William M - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gillum, D H - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Gilmore, Henry H - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Gallaway, Thomas A - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Gilmore, Henry H - Age 20, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Givens, Thomas W - Age 21, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Givins, Thomas W - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Gizil, J - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Glasscock, Catlett - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Glasscock, Cotlett - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Glenn, W W - Age 27, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Goff, F G - Age 18, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Goforth, John W - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Golden, Ira G - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Golden, W H - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Goley, George B - Age 34, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Goley, George B - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Gomillion, A H - Age 26, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gooch, W S - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Goodloe, James L - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, F-He"
"Goodwin, Frank M - Age 34, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Goodwin, George W - Age 24, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Gore, A - Age [Blank], Year: [BLANK] - Twenty-eighth Cavalry, F-He"
"Gore, C C - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Gore, Frank - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Goss, F W - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Goss, Hiram - Age [Blank], Year: 1862 - Twenty-eighth Cavalry, F-He"
"Goss, John - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Goss, John W - Age 26, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Goss, J W - Age [Blank], Year: 1864 - Twenty-eighth Cavalry, F-He"
"Grace, J W - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Graham, H H - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Graham, J A - Age [Blank], Year: 1865 - Twenty-eighth Cavalry, F-He"
"Graham, J J - Age 23, Year: 1862 - Twenty-eighth Cavalry, F-He"
"Graham, John H - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
"Graham, R - Age [Blank], Year: 1863 - Twenty-eighth Cavalry, F-He"
